"GeneID" "MGI" "HumanEntrez" "MouseEntrez" "RatEntrez" "HumanName" "MouseName" "RatName" "Localisation" "Npmid"
"4979" 4979 "MGI:2444209 " 129138 223690 362957 "ANKRD54" "Ankrd54" "Ankrd54" "Postsynaptic" 1
"4980" 4980 "MGI:107628 " 7799 110593 313678 "PRDM2" "Prdm2" "Prdm2" "Postsynaptic" 1
"4981" 4981 "MGI:106188 " 2953 14872 29487 "GSTT2" "Gstt2" "Gstt2" "Postsynaptic" 1
"4982" 4982 NA 3498 NA NA "IGHEP1" NA NA "Postsynaptic" 1
"4983" 4983 "MGI:1915273" 64146 68023 690214 "PDF" "Pdf" "Pdf" "Postsynaptic" 1
"4984" 4984 "MGI:1316742 " 3963 16858 29518 "LGALS7" "Lgals7" "Lgals7" "Postsynaptic" 1
"4985" 4985 "MGI:2180565 " 29944 245468 293840 "PNMA3" "Pnma3" "Pnma3" "Postsynaptic" 1
"4986" 4986 "MGI:3030065" 128371 404222 289254 "OR6K6" "Olfr231" "Olr1592" "Postsynaptic" 1
"4987" 4987 "MGI:1931028 " 9401 79456 300057 "RECQL4" "Recql4" "Recql4" "Postsynaptic" 1
"4988" 4988 "MGI:1913791" 196294 66541 691145 "IMMP1L" "Immp1l" "Immp1l" "Postsynaptic" 1
"4989" 4989 "MGI:97293 " 121441 17997 299730 "NEDD1" "Nedd1" "Nedd1" "Postsynaptic" 1
"4990" 4990 "MGI:2658851 " 266553 218165 690971 "OFCC1" "Ofcc1" "Ofcc1" "Postsynaptic" 1
"4991" 4991 "MGI:1925338 " 345079 78088 289501 "SOWAHB" "Sowahb" "Sowahb" "Postsynaptic" 1
"4992" 4992 "MGI:1913362 " 64757 66112 690745 "01-Mar" "01-Mar" "01-Mar" "Postsynaptic" 1
"4993" 4993 "MGI:94883 " 1668 13237 NA "DEFA3" "Defa3" NA "Postsynaptic" 1
"4994" 4994 "MGI:97524 " 5145 225600 307401 "PDE6A" "Pde6a" "Pde6a" "Postsynaptic" 1
"4995" 4995 "MGI:2146468" 9875 207932 304104 "URB1" "Urb1" "Urb1" "Postsynaptic" 1
"4996" 4996 "MGI:109149" 27065 18196 25247 "NSG1" "Nsg1" "Nsg1" "Postsynaptic" 1
"4997" 4997 "MGI:2448554 " 23218 235627 316014 "NBEAL2" "Nbeal2" "Nbeal2" "Postsynaptic" 1
"4998" 4998 "MGI:2386846 " 10351 217258 303637 "ABCA8" "Abca8a" "Abca8" "Postsynaptic" 1
"4999" 4999 "MGI:1341430 " 8736 17929 316740 "MYOM1" "Myom1" "Myom1" "Postsynaptic" 1
"5000" 5000 "MGI:1339364" 4583 17831 24572 "MUC2" "Muc2" "Muc2" "Postsynaptic" 1
"5001" 5001 "MGI:2676278" 283463 239611 497227 "MUC19" "Muc19" "Muc19" "Postsynaptic" 1
"5002" 5002 "MGI:2180699" 9110 170749 287607 "MTMR4" "Mtmr4" "Mtmr4" "Postsynaptic" 1
"5003" 5003 "MGI:3650286 " 256957 629303 497970 "HEATR9" "Heatr9" "Heatr9" "Postsynaptic" 1
"5004" 5004 "MGI:88513" 1379 12946 54243 "CR1L" "Cr1l" "Cr1l" "Postsynaptic" 1
"5005" 5005 "MGI:1914829 " 80315 67579 303010 "CPEB4" "Cpeb4" "Cpeb4" "Postsynaptic" 1
"5006" 5006 "MGI:1913609" 116228 66359 289278 "COX20" "Cox20" "Cox20" "Postsynaptic" 1
"5007" 5007 "MGI:2445153" 63967 269582 298534 "CLSPN" "Clspn" "Clspn" "Postsynaptic" 1
"5008" 5008 "MGI:1270844 " 27141 12684 364388 "CIDEB" "Cideb" "Cideb" "Postsynaptic" 1
"5009" 5009 "MGI:1913950" 51652 66700 282834 "CHMP3" "Chmp3" "Chmp3" "Postsynaptic" 1
"5010" 5010 "MGI:1917262" 64793 70012 362622 "CEP85" "Cep85" "Cep85" "Postsynaptic" 1
"5011" 5011 "MGI:1913876" 29965 66626 360480 "CDIP1" "Cdip1" "Cdip1" "Postsynaptic" 1
"5012" 5012 "MGI:2443129 " 113201 319996 362204 "CASC4" "Casc4" "Casc4" "Postsynaptic" 1
"5013" 5013 "MGI:88294" 779 12292 682930 "CACNA1S" "Cacna1s" "Cacna1s" "Postsynaptic" 1
"5014" 5014 "MGI:1928842 " 8912 58226 114862 "CACNA1H" "Cacna1h" "Cacna1h" "Postsynaptic" 1
"5015" 5015 "MGI:1914576" 54976 67326 311428 "C20orf27" "1700037H04Rik" "RGD1311739" "Postsynaptic" 1
"5016" 5016 "MGI:3032521" 165257 226359 288979 "C1QL2" "C1ql2" "C1ql2" "Postsynaptic" 1
"5017" 5017 "MGI:1919202 " 79697 71952 314300 "C14orf169" "2410016O06Rik" "Riox1" "Postsynaptic" 1
"5018" 5018 "MGI:104537" 672 12189 497672 "BRCA1" "Brca1" "Brca1" "Postsynaptic" 1
"5019" 5019 "MGI:2443344" 121601 320091 299714 "ANO4" "Ano4" "Ano4" "Postsynaptic" 1
"5020" 5020 "MGI:2387214" 57101 243634 100361584 "ANO2" "Ano2" "Ano2" "Postsynaptic" 1
"5021" 5021 "MGI:2442559" 150709 319695 501138 "ANKAR" "Ankar" "Ankar" "Postsynaptic" 1
"5022" 5022 "MGI:2447532" 259173 235633 316017 "ALS2CL" "Als2cl" "Als2cl" "Postsynaptic" 1
"5023" 5023 "MGI:2151224 " 57538 116904 365298 "ALPK3" "Alpk3" "Alpk3" "Postsynaptic" 1
"5024" 5024 "MGI:2449492" 115701 225638 498875 "ALPK2" "Alpk2" "Alpk2" "Postsynaptic" 1
"5025" 5025 "MGI:1918731" 80216 71481 310879 "ALPK1" "Alpk1" "Alpk1" "Postsynaptic" 1
"5026" 5026 "MGI:1341886" 84962 16475 85265 "AJUBA" "Ajuba" "Ajuba" "Postsynaptic" 1
"5027" 5027 "MGI:3646469" 123624 244071 308724 "AGBL1" "Agbl1" "Agbl1" "Postsynaptic" 1
"5028" 5028 "MGI:1917542 " 60312 70292 140935 "AFAP1" "Afap1" "Afap1" "Postsynaptic" 1
"5029" 5029 "MGI:2663075" 55803 216991 56826 "ADAP2" "Adap2" "Adap2" "Postsynaptic" 1
"5030" 5030 "MGI:1917428" 58489 70178 361601 "ABHD17C" "Abhd17c" "Abhd17c" "Postsynaptic" 1
"5031" 5031 "MGI:1917816 " 51104 226016 309399 "ABHD17B" "Abhd17b" "Abhd17b" "Postsynaptic" 1
"5032" 5032 "MGI:1351619" 8647 27413 83569 "ABCB11" "Abcb11" "Abcb11" "Postsynaptic" 1
"5033" 5033 "MGI:109424" 24 11304 310836 "ABCA4" "Abca4" "Abca4" "Postsynaptic" 1
"5034" 5034 "MGI:1926059 " 342346 78809 100361104 "C16orf96" "4930562C15Rik" "LOC100361104" "Postsynaptic" 1
"5035" 5035 "MGI:3605068" 642938 627214 100233213 "INSYN2A" "Insyn2a" "Insyn2a" "Postsynaptic" 1
"5036" 5036 "MGI:2442108" 388135 319477 501007 "INSYN1" "Insyn1" "Insyn1" "Postsynaptic" 1
"5037" 5037 "MGI:95390" 2020 13799 499964 "EN2" "En2" "En2" "Postsynaptic" 1
"5038" 5038 "MGI:97253" 4618 17878 25714 "MYF6" "Myf6" "Myf6" "Postsynaptic" 1
"5039" 5039 "MGI:1927135" 9535 63986 113940 "GMFG" "Gmfg" "Gmfg" "Postsynaptic" 1
"5040" 5040 "MGI:1919357" 79075 72107 299933 "DSCC1" "Dscc1" "Dscc1" "Postsynaptic" 1
"5041" 5041 "MGI:3650206" 127795 620779 500505 "C1orf87" "Gm12695" "RGD1560146" "Postsynaptic" 1
"5042" 5042 "MGI:1914823" 84171 67573 309380 "LOXL4" "Loxl4" "Loxl4" "Postsynaptic" 1
"5043" 5043 "MGI:1921095" 338699 73845 293117 "ANKRD42" "Ankrd42" "Ankrd42" "Postsynaptic" 1
"5044" 5044 "MGI:1920431" 4776 73181 305897 "NFATC4" "Nfatc4" "Nfatc4" "Postsynaptic" 1
"5045" 5045 "MGI:1860077" 4438 55993 295541 "MSH4" "Msh4" "Msh4" "Postsynaptic" 1
"5046" 5046 "MGI:1917670" 348110 70420 308765 "ARPIN" "Arpin" "Arpin" "Postsynaptic" 1
"5047" 5047 "MGI:1915486" 149699 68236 366244 "GTSF1L" "Gtsf1l" "Gtsf1l" "Postsynaptic" 1
"5048" 5048 "MGI:108409" 5999 19736 29480 "RGS4" "Rgs4" "Rgs4" "Postsynaptic" 1
"5049" 5049 "MGI:1921898" 64766 74648 500551 "S100PBP" "S100pbp" "S100pbp" "Postsynaptic" 1
"5050" 5050 "MGI:2668828" 8350 360198 679994 "H3C1" "H3c1" "H3c1" "Postsynaptic" 1
"5051" 5051 "MGI:2135965" 10817 107971 316213 "FRS3" "Frs3" "Frs3" "Postsynaptic" 1
"5052" 5052 "MGI:1924909" 55186 192287 501039 "SLC25A36" "Slc25a36" "Slc25a36" "Postsynaptic" 1
"5053" 5053 "MGI:95692" 2661 14566 59304 "GDF9" "Gdf9" "Gdf9" "Postsynaptic" 1
"5054" 5054 "MGI:3587025" 344387 381113 503009 "CDKL4" "Cdkl4" "Cdkl4" "Postsynaptic" 1
"5055" 5055 "MGI:2137359" 53840 94094 101241893 "TRIM34" "Trim34a" "Trim34" "Postsynaptic" 1
"5056" 5056 "MGI:2384588" 55247 234258 290729 "NEIL3" "Neil3" "Neil3" "Postsynaptic" 1
"5057" 5057 "MGI:1918195" 22915 70945 500152 "MMRN1" "Mmrn1" "Mmrn1" "Postsynaptic" 1
"5058" 5058 "MGI:1915146" 151887 67896 64387 "CCDC80" "Ccdc80" "Ccdc80" "Postsynaptic" 1
"5059" 5059 "MGI:2145099" 55320 217653 689296 "MIS18BP1" "Mis18bp1" "Mis18bp1" "Postsynaptic" 1
"5060" 5060 "MGI:1924908" 9907 231855 641386 "AP5Z1" "Ap5z1" "Ap5z1" "Postsynaptic" 1
"5061" 5061 "MGI:1918296" 388284 71046 498943 "C16orf86" "4933405L10Rik" "RGD1561415" "Postsynaptic" 1
"5062" 5062 "MGI:1933124" 80851 79566 690898 "SH3BP5L" "Sh3bp5l" "Sh3bp5l" "Postsynaptic" 1
"5063" 5063 "MGI:2180557" 23221 246710 306004 "RHOBTB2" "Rhobtb2" "Rhobtb2" "Postsynaptic" 1
"5064" 5064 "MGI:1921318" 136991 74068 170578 "ASZ1" "Asz1" "Asz1" "Postsynaptic" 1
"5065" 5065 "MGI:2676311" 131544 224273 288204 "CRYBG3" "Crybg3" "Crybg3" "Postsynaptic" 1
"5066" 5066 "MGI:1914736" 10622 67486 685465 "POLR3G" "Polr3g" "Polr3g" "Postsynaptic" 1
"5067" 5067 "MGI:108052" 599 12050 60434 "BCL2L2" "Bcl2l2" "Bcl2l2" "Postsynaptic" 1
"5068" 5068 "MGI:107159" 3167 15372 293538 "HMX2" "Hmx2" "Hmx2" "Postsynaptic" 1
"5069" 5069 "MGI:103292" 401409 19331 500088 "RAB19" "Rab19" "Rab19" "Postsynaptic" 1
"5070" 5070 "MGI:97897" 5966 19696 305584 "REL" "Rel" "Rel" "Postsynaptic" 1
"5071" 5071 "MGI:98763" 7083 21877 24834 "TK1" "Tk1" "Tk1" "Postsynaptic" 1
"5072" 5072 "MGI:1918794" 143872 71544 500943 "ARHGAP42" "Arhgap42" "Arhgap42" "Postsynaptic" 1
"5073" 5073 "MGI:2679268" 7579 269585 500549 "ZSCAN20" "Zscan20" "Zscan20" "Postsynaptic" 1
"5074" 5074 "MGI:1913782" 387849 66532 500366 "REP15" "Rep15" "Rep15" "Postsynaptic" 1
"5075" 5075 "MGI:1914944" 67694 67694 313365 "IFT74" "Ift74" "Ift74" "Postsynaptic" 1
"5076" 5076 "MGI:1913898" 25941 66648 361301 "TPGS2" "Tpgs2" "Tpgs2" "Postsynaptic" 1
"5077" 5077 "MGI:1926154" 200844 74430 361016 "C3orf67" "4930452B06Rik" "LOC361016" "Postsynaptic" 1
"5078" 5078 "MGI:2667167" 23251 209743 501033 "KIAA1024" "AF529169" "Minar1" "Postsynaptic" 1
"5079" 5079 "MGI:3609248 " 127703 230757 100912566 "C1orf216" "5730409E04Rik" "LOC100912566" "Postsynaptic" 1
"5080" 5080 "MGI:1891883 " 25966 207781 304055 "C2CD2" "C2cd2" "C2cd2" "Postsynaptic" 1
"5081" 5081 "MGI:1918457" 11163 71207 94267 "NUDT4" "Nudt4" "Nudt4" "Postsynaptic" 1
"5082" 5082 "MGI:2448312 " 8331 319174 NA "H2AC14" "H2ac14" NA "Postsynaptic" 1
"5083" 5083 NA 391634 NA NA "HSP90AB2P" NA NA "Postsynaptic" 1
"5084" 5084 "MGI:1921078 " 26094 73828 362762 "DCAF4" "Dcaf4" "Dcaf4" "Postsynaptic" 1
"5085" 5085 NA 347688 NA NA "TUBB8" NA NA "Postsynaptic" 1
"5086" 5086 "MGI:1913678 " 84299 103742 360617 "MIEN1" "Mien1" "Mien1" "Postsynaptic" 1
"5087" 5087 "MGI:2448404 " 8342 319186 NA "H2BC14" "H2bc14" NA "Postsynaptic" 2
"5088" 5088 "MGI:1915612" 57414 215160 360793 "RHBDD2" "Rhbdd2" "Rhbdd2" "Postsynaptic" 1
"5089" 5089 NA 440686 NA NA "H3-2" NA NA "Postsynaptic" 1
"5090" 5090 NA 283820 NA 361578 "NOMO2" NA "Nomo1" "Postsynaptic" 1
"5091" 5091 "MGI:88454" 1282 12826 290905 "COL4A1" "Col4a1" "Col4a1" "Postsynaptic" 1
"5092" 5092 "MGI:1933973" 23543 93686 362950 "RBFOX2" "Rbfox2" "Rbfox2" "Postsynaptic" 1
"5093" 5093 "MGI:107681" 6235 20090 25348 "RPS29" "Rps29" "Rps29" "Postsynaptic" 1
"5094" 5094 "MGI:2448712" 147040 216858 363634 "KCTD11" "Kctd11" "Kctd11" "Postsynaptic" 1
"5095" 5095 "MGI:88467" 1277 12842 29393 "COL1A1" "Col1a1" "Col1a1" "Postsynaptic" 1
"5096" 5096 "MGI:1913733" 6166 66483 81769 "RPL36AL" "Rpl36al" "Rpl36al" "Postsynaptic" 1
"5097" 5097 "MGI:104979" 1264 12797 65204 "CNN1" "Cnn1" "Cnn1" "Postsynaptic" 1
"5098" 5098 "MGI:1914145" 221749 66895 361238 "PXDC1" "Pxdc1" "Pxdc1" "Postsynaptic" 1
"5099" 5099 "MGI:2443429" 390637 269952 308763 "GDPGP1" "Gdpgp1" "Gdpgp1" "Postsynaptic" 1
"5100" 5100 "MGI:1920115" 8933 72865 NA "RTL8C" "Rtl8c" NA "Postsynaptic" 1
"5101" 5101 "MGI:3584360" NA 434223 NA NA "Gm1966" NA "Postsynaptic" 1
"5102" 5102 NA 729403 NA NA "GAPDHP61" NA NA "Postsynaptic" 1
"5103" 5103 NA 3324 NA NA "HSP90AA2P" NA NA "Postsynaptic" 1
"5104" 5104 NA 345041 NA NA "HSPD1P5" NA NA "Postsynaptic" 1
"5105" 5105 NA 100133234 NA NA "SBF1P1" NA NA "Postsynaptic" 1
"5106" 5106 NA 728139 NA NA "RPL7AP70" NA NA "Postsynaptic" 1
"5107" 5107 NA 392301 NA NA "SLC25A5P8" NA NA "Postsynaptic" 1
"5108" 5108 "MGI:1349406" 8653 26900 364073 "DDX3Y" "Ddx3y" "Ddx3y" "Postsynaptic" 2
"5109" 5109 "MGI:104853 " 3280 15205 29577 "HES1" "Hes1" "Hes1" "Postsynaptic" 1
"5110" 5110 NA 647000 NA NA "TUBBP2" NA NA "Postsynaptic" 1
"5111" 5111 "MGI:3652039" 642636 668929 689823 "RAD21L1" "Rad21l" "Rad21l1" "Postsynaptic" 1
"5112" 5112 NA 2713 NA NA "GK3P" NA NA "Postsynaptic" 1
"5113" 5113 NA 645387 NA NA "RPL6P27" NA NA "Postsynaptic" 1
"5114" 5114 NA 728380 NA NA "RPL7P26" NA NA "Postsynaptic" 1
"5115" 5115 NA 113157 NA NA "RPLP0P2" NA NA "Postsynaptic" 1
"5116" 5116 NA 653553 NA NA "HSPB1P1" NA NA "Postsynaptic" 1
"5117" 5117 NA 305 NA NA "ANXA2P3" NA NA "Postsynaptic" 1
"5118" 5118 "MGI:1100836 " 23633 16650 362607 "KPNA6" "Kpna6" "Kpna6" "Postsynaptic" 2
"5119" 5119 NA 727826 NA NA "RPS11P5" NA NA "Postsynaptic" 1
"5120" 5120 NA 388344 NA NA "RPL13P12" NA NA "Postsynaptic" 1
"5121" 5121 NA 439992 NA NA "RPS3AP5" NA NA "Postsynaptic" 1
"5122" 5122 NA 100132547 NA NA "RPL26P33" NA NA "Postsynaptic" 1
"5123" 5123 NA 643949 NA NA "RPLP2P3" NA NA "Postsynaptic" 1
"5124" 5124 NA 402100 NA NA "RPL22P11" NA NA "Postsynaptic" 1
"5125" 5125 NA 649299 NA NA "RPL36AP51" NA NA "Postsynaptic" 1
"5126" 5126 NA 653162 NA NA "RPSAP9" NA NA "Postsynaptic" 1
"5127" 5127 NA 284821 NA NA "RPL13AP7" NA NA "Postsynaptic" 1
"5128" 5128 NA 441876 NA NA "RPS16P1" NA NA "Postsynaptic" 1
"5129" 5129 NA 388907 NA NA "RPL5P34" NA NA "Postsynaptic" 1
"5130" 5130 "MGI:4843992" 8368 319161 100912290 "H4C13" "H4c18" "LOC100912290" "Postsynaptic" 1
"5131" 5131 NA 100130446 NA NA "RPS27AP12" NA NA "Postsynaptic" 1
"5132" 5132 "MGI:1920282 " 148014 73032 361528 "TTC9B" "Ttc9b" "Ttc9b" "Postsynaptic" 1
"5133" 5133 "MGI:1351631" 10044 27387 362111 "SH2D3C" "Sh2d3c" "Sh2d3c" "Postsynaptic" 1
"5134" 5134 "MGI:2686228 " 253152 384214 289440 "EPHX4" "Ephx4" "Ephx4" "Postsynaptic" 1
"5135" 5135 "MGI:2141418" 26140 101100 362415 "TTLL3" "Ttll3" "Ttll3" "Postsynaptic" 1
"5136" 5136 NA 646875 NA NA "RPL12P2" NA NA "Postsynaptic" 1
"5137" 5137 NA 647285 NA NA "RPL29P9" NA NA "Postsynaptic" 1
"5138" 5138 "MGI:106428" 197257 52815 307858 "LDHD" "Ldhd" "Ldhd" "Postsynaptic" 1
"5139" 5139 "MGI:1925482 " 122553 78232 299075 "TRAPPC6B" "Trappc6b" "Trappc6b" "Postsynaptic" 1
"5140" 5140 NA 474383 NA 501661 "F8A2" NA "F8a1" "Postsynaptic" 1
"5141" 5141 "MGI:1914401 " 5715 67151 161475 "PSMD9" "Psmd9" "Psmd9" "Postsynaptic" 1
"5142" 5142 NA 728953 NA NA "RPS19P3" NA NA "Postsynaptic" 1
"5143" 5143 "MGI:1914440 " 9470 26987 363275 "EIF4E2" "Eif4e2" "Eif4e2" "Postsynaptic" 1
"5144" 5144 "MGI:107371 " 6242 20166 297383 "RTKN" "Rtkn" "Rtkn" "Postsynaptic" 1
"5145" 5145 "MGI:1930957 " 55190 58242 680248 "NUDT11" "Nudt11" "Nudt11" "Postsynaptic" 1
"5146" 5146 "MGI:1913826" 440567 66576 366448 "UQCRHL" "Uqcrh" "Uqcrh" "Postsynaptic" 1
"5147" 5147 "MGI:2444783 " 84340 320806 294672 "GFM2" "Gfm2" "Gfm2" "Postsynaptic" 1
"5148" 5148 "MGI:2387801 " 9784 266781 298836 "SNX17" "Snx17" "Snx17" "Postsynaptic" 1
"5149" 5149 NA 84084 NA NA "RAB6C" NA NA "Postsynaptic" 1
"5150" 5150 NA 388275 NA NA "HNRNPA1P7" NA NA "Postsynaptic" 1
"5151" 5151 "MGI:3704198" 283106 100039026 NA "CSNK2A3" "Csnk2a3" NA "Postsynaptic" 1
"5152" 5152 NA 729708 NA NA "TPI1P1" NA NA "Postsynaptic" 1
"5153" 5153 "MGI:1346998" 9391 26371 29231 "CIAO1" "Ciao1" "Ciao1" "Postsynaptic" 1
"5154" 5154 NA 646949 NA NA "RPL23P6" NA NA "Postsynaptic" 1
"5155" 5155 "MGI:103297" 540 11979 24218 "ATP7B" "Atp7b" "Atp7b" "Postsynaptic" 1
"5156" 5156 "MGI:1933206" 116443 242443 191573 "GRIN3A" "Grin3a" "Grin3a" "Postsynaptic" 2
"5157" 5157 "MGI:1334203" 3779 16533 29747 "KCNMB1" "Kcnmb1" "Kcnmb1" "Postsynaptic" 1
"5158" 5158 "MGI:1919663" 10242 72413 294961 "KCNMB2" "Kcnmb2" "Kcnmb2" "Postsynaptic" 1
"5159" 5159 "MGI:1338024" 5600 19094 689314 "MAPK11" "Mapk11" "Mapk11" "Postsynaptic" 1
"5160" 5160 "MGI:1353438" 6300 29857 60352 "MAPK12" "Mapk12" "Mapk12" "Postsynaptic" 1
"5161" 5161 "MGI:1346864" 5603 26415 29513 "MAPK13" "Mapk13" "Mapk13" "Postsynaptic" 1
"5162" 5162 "MGI:97011" 4318 17395 81687 "MMP9" "Mmp9" "Mmp9" "Postsynaptic" 1
"5163" 5163 "MGI:97342" 4811 18073 25494 "NID1" "Nid1" "Nid1" "Postsynaptic" 1
"5164" 5164 "MGI:97346" 4820 18087 100364165 "NKTR" "Nktr" "Nktr" "Postsynaptic" 1
"5165" 5165 "MGI:1918464" 9647 68606 287931 "PPM1F" "Ppm1f" "Ppm1f" "Postsynaptic" 2
"5166" 5166 "MGI:94862 " 6531 13162 24898 "SLC6A3" "Slc6a3" "Slc6a3" "Postsynaptic" 2
"5167" 5167 "MGI:3512628 " 23466 494448 315136 "CBX6" "Cbx6" "Cbx6" "Postsynaptic" 1
"5168" 5168 "MGI:1923626 " 25769 76376 84550 "SLC24A2" "Slc24a2" "Slc24a2" "Postsynaptic" 1
"5169" 5169 "MGI:1859682" 9962 54338 50622 "Slc23a2" "Slc23a2" "Slc23a2" "Postsynaptic" 1
"5170" 5170 "MGI:3779513" NA 436085 NA NA "Aldoa-ps3" NA "Postsynaptic" 1
"5171" 5171 "MGI:109362 " 3892 16679 407760 "KRT86" "Krt86" "Krt86" "Postsynaptic" 1
"5172" 5172 "MGI:1922670 " 79048 75420 79049 "SECISBP2" "Secisbp2" "Secisbp2" "Postsynaptic" 1
"5173" 5173 "MGI:2448297 " 8330 319169 NA "H2AC15" "H2ac15" NA "Postsynaptic" 2
"5174" 5174 "MGI:1891236 " 8926 84704 113938 "SNURF" "Snurf" "Snurf" "Postsynaptic" 1
"5175" 5175 "MGI:1858899 " 3886 53617 287697 "KRT35" "Krt35" "Krt35" "Postsynaptic" 1
"5176" 5176 "MGI:87874 " 1636 11421 24310 "ACE" "Ace" "Ace" "Postsynaptic" 1
"5177" 5177 "MGI:95609" 2548 14387 367562 "GAA" "Gaa" "Gaa" "Postsynaptic" 2
"5178" 5178 "MGI:97565" 5236 72157 24645 "PGM1" "Pgm2" "Pgm1" "Postsynaptic" 2
"5179" 5179 "MGI:2448383" 8343 319180 306969 "H2BC7" "H2bc7" "Hist1h2bl" "Postsynaptic" 1
"5180" 5180 "MGI:1915019" 55105 67769 289362 "GPATCH2" "Gpatch2" "Gpatch2" "Postsynaptic" 1
"5181" 5181 "MGI:101787" 4535 17716 26193 "MT-ND1" "mt-Nd1" "ND1" "Postsynaptic" 1
"5182" 5182 "MGI:2448423 " 8360 319156 291152 "H4C4" "H4c4" "Hist1h4m" "Postsynaptic" 1
"5183" 5183 "MGI:1935229" 26025 93724 498850 "PCDHGA12" "Pcdhga12" "Pcdhga12" "Postsynaptic" 1
"5184" 5184 "MGI:1914154 " 5096 66904 24624 "PCCB" "Pccb" "Pccb" "Postsynaptic" 2
"5185" 5185 "MGI:95909 " 7922 14977 294281 "SLC39A7" "Slc39a7" "Slc39a7" "Postsynaptic" 2
"5186" 5186 "MGI:2149821 " 51170 114664 289456 "HSD17B11" "Hsd17b11" "Hsd17b11" "Postsynaptic" 2
"5187" 5187 "MGI:97851" 6575 20516 29502 "SLC20A2" "Slc20a2" "Slc20a2" "Postsynaptic" 1
"5188" 5188 "MGI:5474850" 3043 101488143 100134871 "HBB" "Hbb-bt" "LOC100134871" "Postsynaptic" 1
"5189" 5189 "MGI:1889802 " 11112 58875 63938 "HIBADH" "Hibadh" "Hibadh" "Postsynaptic" 2
"5190" 5190 "MGI:107633 " 56925 17035 59073 "LXN" "Lxn" "Lxn" "Postsynaptic" 2
"5191" 5191 "MGI:1920501 " 80854 73251 689954 "SETD7" "Setd7" "Setd7" "Postsynaptic" 1
"5192" 5192 "MGI:96836 " 4048 16993 299732 "LTA4H" "Lta4h" "Lta4h" "Postsynaptic" 2
"5193" 5193 "MGI:2654325 " 57704 230101 298399 "GBA2" "Gba2" "Gba2" "Postsynaptic" 1
"5194" 5194 "MGI:2388278 " 79137 227298 363252 "RETREG2" "Retreg2" "Retreg2" "Postsynaptic" 1
"5195" 5195 "MGI:1888908" 5832 56454 361755 "ALDH18A1" "Aldh18a1" "Aldh18a1" "Postsynaptic" 1
"5196" 5196 "MGI:102504" 4512 17708 26195 "MT-CO1" "mt-Co1" "COX1" "Postsynaptic" 1
"5197" 5197 "MGI:1353494 " 231 11677 24192 "AKR1B1" "Akr1b3" "Akr1b1" "Postsynaptic" 2
"5198" 5198 "MGI:1921688 " 157807 74438 366311 "CLVS1" "Clvs1" "Clvs1" "Postsynaptic" 2
"5199" 5199 "MGI:1313302" 1063 108000 257649 "CENPF" "Cenpf" "Cenpf" "Postsynaptic" 1
"5200" 5200 "MGI:99430" 7290 15260 363849 "HIRA" "Hira" "Hira" "Postsynaptic" 1
"5201" 5201 "MGI:1298375" 23523 104248 94165 "CABIN1" "Cabin1 " "Cabin1" "Postsynaptic" 1
"5202" 5202 "MGI:107690" 58499 242466 362522 "ZNF462" "Zfp462" "Zfp462" "Postsynaptic" 1
"5203" 5203 "MGI:2444236" 254048 320538 312248 "UBN2" "Ubn2" "Ubn2" "Postsynaptic" 1
"5204" 5204 "MGI:107236" 55341 224092 288029 "LSG1" "Lsg1" "Lsg1" "Postsynaptic" 1
"5205" 5205 "MGI:1201686" 1488 13017 81717 "CTBP2" "Ctbp2" "Ctbp2" "Postsynaptic" 2
"5206" 5206 "MGI:1309453" 9092 20227 29678 "SART1" "Sart1" "Sart1" "Postsynaptic" 1
"5207" 5207 "MGI:1923988" 54623 54624 361531 "PAF1" "Paf1" "Paf1" "Postsynaptic" 1
"5208" 5208 "MGI:1924933" 79813 77683 362078 "EHMT1" "Ehmt1" "Ehmt1" "Postsynaptic" 1
"5209" 5209 "MGI:1351465" 10146 27041 171092 "G3BP1" "G3bp1" "G3bp1" "Postsynaptic" 1
"5210" 5210 "MGI:1916487" 23560 69237 114300 "GTPBP4" "Gtpbp4" "Gtpbp4" "Postsynaptic" 1
"5211" 5211 "MGI:2682314" 23211 330474 678741 "ZC3H4" "Zc3h4" "Zc3h4" "Postsynaptic" 1
"5212" 5212 "MGI:2148705" 93986 114142 500037 "FOXP2" "Foxp2" "Foxp2" "Postsynaptic" 1
"5213" 5213 "MGI:2443225" 57459 229542 310614 "GATAD2B" "Gatad2b" "Gatad2b" "Postsynaptic" 1
"5214" 5214 "MGI:1344407" 9839 24136 311071 "ZEB2" "Zeb2" "Zeb2" "Postsynaptic" 1
"5215" 5215 "MGI:2384876" 79577 214498 304832 "CDC73" "Cdc73" "Cdc73" "Postsynaptic" 1
"5216" 5216 "MGI:1917140" 51222 69890 305848 "ZNF219" "Zfp219" "Zfp219" "Postsynaptic" 1
"5217" 5217 "MGI:1196256" 23028 99982 500569 "KDM1A" "Kdm1a " "Kdm1a" "Postsynaptic" 1
"5218" 5218 "MGI:2384579" 79684 235184 500974 "MSANTD2" "Msantd2" "Msantd2" "Postsynaptic" 1
"5219" 5219 "MGI:106679" 7546 22772 361096 "ZIC2" "Zic2" "Zic2" "Postsynaptic" 1
"5220" 5220 "MGI:1349766" 29117 26992 361374 "BRD7" "Brd7 " "Brd7 " "Postsynaptic" 1
